HGNC.symbol,MGI.symbol
IGHV1-69D,Ighv1-75
IGHV1-69D,Ighv1-76
IGHV1-69D,Ighv1-77
IGHV1-69D,Ighv1-78
IGHV1-69D,Ighv1-80
IGHV1-69D,Ighv1-81
IGHV1-69D,Ighv1-82
IGHV1-69D,Ighv1-84
IGHV1-69D,Ighv1-85
FREM3,Frem3
UTP14C,Utp14a
EPCAM,Epcam
ARSA,Arsa
FOXP4,Foxp4
CYP4V2,Gm45753
CYP4V2,Cyp4v3
MIA2,Mia2
PBX2,Pbx2
PDLIM2,Pdlim2
IGHV3OR16-12,Ighv16-1
SENP7,Senp7
PRKG1,Prkg1
ARMCX4,Armcx4
LRG1,Lrg1
PCDHA7,Pcdha7
PCDHA7,Pcdha8
TTC29,Ttc29
SULT1C3,Sult1c1
KDM3A,Kdm3a
CARTPT,Cartpt
MRPS27,Mrps27
TRMT2B,Trmt2b
PCDHA11,Pcdha11
HBEGF,Hbegf
IGHA1,Igha
BICDL2,Bicdl2
ECM2,Ecm2
TSNAXIP1,Tsnaxip1
CPT1A,Cpt1a
SCO2,Sco2
IGKV3OR2-268,Igkv18-36
ZNF366,Zfp366
PCDHA13,Pcdha12
NFATC3,Nfatc3
SEL1L,Sel1l
DENND6B,Dennd6b
PPP6R2,Ppp6r2
NIPAL2,Nipal2
MIR137,Mir137
RNF144A,Rnf144a
ENO4,Eno4
CD8B2,Cd8b1
RCL1,Rcl1
TEX28,Tex28
AK5,Ak5
KCTD16,Kctd16
MAJIN,Majin
ZW10,Zw10
CCDC71L,Ccdc71l
TAF9,Ak6
TAF9,Taf9
RAB11FIP2,Rab11fip2
PIM3,Pim3
IGKV3D-20,Igkv18-36
MALT1,Malt1
SHANK3,Shank3
DPYSL2,Dpysl2
SNORD45C,Snord45c
KIAA0408,9330159F19Rik
PCDHB2,Pcdhb2
REEP1,Reep1
NTM,Ntm
PRMT9,Prmt9
USP33,Usp33
GPR183,Gpr183
CASKIN1,Caskin1
CARD19,Card19
TOMM70,Tomm70a
MCM2,Mcm2
PTPRK,Ptprk
IGKV2-30,Gm20730
SMIM11A,Smim11
HKDC1,Hkdc1
LHCGR,Lhcgr
ADGRG7,Adgrg7
FGF14,Fgf14
PRAMEF13,Oog1
PRAMEF13,Gm2042
PRAMEF13,Pramel51
SPX,Spx
MGLL,Mgll
ACOT9,Acot10
ACOT9,Acot9
GREP1,1520401A03Rik
EML5,Eml5
ACR,Acr
PCDHB9,Pcdhb18
PRAMEF6,Oog1
PRAMEF6,Gm2042
PRAMEF6,Pramel51
AFG3L2,Afg3l2
NRXN1,Nrxn1
OPN1LW,Opn1mw
BRD9,Brd9
HLA-DQB2,H2-Ab1
VCPIP1,Vcpip1
OR2F2,Olfr453
OR2F2,Olfr38
OR2F2,Olfr452
SOX11,Sox11
COL6A5,Col6a5
ZDHHC8,Zdhhc8
TNPO1,Tnpo1
ZZZ3,Zzz3
ACD,Acd
YEATS4,Yeats4
ACTA2,Acta2
SLC6A3,Slc6a3
SRA1,Sra1
RPS29,Rps29
PHF2,Phf2
LOXL2,Loxl2
HCFC1R1,Hcfc1r1
PSMC1,Psmc1
FAM243B,Fam243
ARHGAP10,Arhgap10
TRAPPC9,Trappc9
C5orf22,6030458C11Rik
UBE2QL1,Ube2ql1
MMP25,Mmp25
CMBL,Cmbl
CNKSR2,Cnksr2
IGKV3-20,Igkv18-36
TFG,Tfg
PCDHGC5,Pcdhgc5
MYBL1,Mybl1
TCAF1,Tcaf1
PRKCD,Prkcd
SLC25A37,Slc25a37
FTL,Ftl1-ps1
FLRT2,Flrt2
SH3RF2,Sh3rf2
KCNH8,Kcnh8
NUDT11,Nudt11
NUDT11,Nudt10
APOBEC1,Apobec1
CDC42BPG,Cdc42bpg
NAMPT,Nampt
NEFL,Nefl
IPPK,Ippk
TLCD4,Tlcd4
ZNF213,Zfp213
LIPM,Lipm
IGHV1-18,Ighv14-1
IGHV1-18,Ighv14-2
IGHV1-18,Ighv14-3
IGHV1-18,Ighv14-4
IGHV1-18,Ighv1-4
IGHV1-18,Ighv1-5
IGHV1-18,Ighv1-7
IGHV1-18,Ighv15-2
IGHV1-18,Ighv1-9
IGHV1-18,Ighv1-11
IGHV1-18,Ighv1-12
IGHV1-18,Ighv1-15
IGHV1-18,Ighv1-16
IGHV1-18,Ighv1-18
IGHV1-18,Ighv1-19
IGHV1-18,Ighv1-20
IGHV1-18,Ighv1-22
IGHV1-18,Ighv1-23
IGHV1-18,Ighv1-24
IGHV1-18,Ighv1-26
IGHV1-18,Ighv1-31
IGHV1-18,Ighv1-34
IGHV1-18,Ighv1-36
IGHV1-18,Ighv1-37
IGHV1-18,Ighv1-39
IGHV1-18,Ighv1-42
IGHV1-18,Ighv1-43
IGHV1-18,Ighv1-47
IGHV1-18,Ighv1-49
IGHV1-18,Ighv1-50
IGHV1-18,Ighv1-52
IGHV1-18,Ighv1-53
IGHV1-18,Ighv1-54
IGHV1-18,Ighv1-55
IGHV1-18,Ighv1-56
IGHV1-18,Ighv1-58
IGHV1-18,Ighv1-59
IGHV1-18,Ighv1-61
IGHV1-18,Ighv1-62-1
IGHV1-18,Ighv1-62-2
IGHV1-18,Ighv1-62-3
IGHV1-18,Ighv1-63
IGHV1-18,Ighv1-64
IGHV1-18,Ighv1-66
IGHV1-18,Ighv1-67
IGHV1-18,Ighv1-69
IGHV1-18,Ighv1-71
IGHV1-18,Ighv1-72
IGHV1-18,Ighv1-74
IGHV1-18,Ighv1-75
IGHV1-18,Ighv1-76
IGHV1-18,Ighv1-77
IGHV1-18,Ighv1-78
IGHV1-18,Ighv1-80
IGHV1-18,Ighv1-81
IGHV1-18,Ighv1-82
IGHV1-18,Ighv1-84
IGHV1-18,Ighv1-85
LAMA2,Lama2
ADGRB1,Adgrb1
PRAMEF26,Oog1
PRAMEF26,Gm2042
PRAMEF26,Pramel51
ATXN1,Atxn1
PCDHGC3,Pcdhgc3
HARS1,Hars
ZNF212,Zfp212
CXXC5,Cxxc5
HTR3B,Htr3b
OR2A5,Olfr448
GPR151,Gpr151
OR2A25,Olfr447
ALKAL2,Alkal2
PRODH,Prodh
NRSN1,Nrsn1
C4orf45,Gm17359
STON2,Ston2
LGI3,Lgi3
ERVFRD-1,Synb
ERVFRD-1,Gm27179
ALG10,Alg10b
GPR20,Gpr20
GCLM,Gclm
RBM24,Rbm24
TPPP,Tppp
BTBD11,Btbd11
FARP1,Farp1
HDGFL1,Hdgfl1
PRAMEF4,Oog1
PRAMEF4,Gm2042
PRAMEF4,Pramel51
IGHV4-4,Ighv3-1
IGHV4-4,Ighv3-3
IGHV4-4,Ighv3-4
IGHV4-4,Ighv3-5
IGHV4-4,Ighv3-6
IGHV4-4,Ighv3-8
IGHV4-4,Ighv12-3
C1QTNF3-AMACR,C1qtnf3
PCDHGA3,Pcdhga3
RAI14,Rai14
TENM1,Tenm1
SOCS5,Socs5
IFIT1B,Ifit1bl1
IFIT1B,Ifit1bl2
IFIT1B,Ifit1
GTF2H2C,Gtf2h2
SYN3,Syn3
UBL5,Ubl5b
UBL5,Ubl5c
PTK2B,Ptk2b
ZIC5,Zic5
NOL8,Nol8
PI4KB,Pi4kb
CIP2A,Cip2a
EIF3A,Eif3a
LY6K,Ly6k
GAB1,Gab1
H4C14,H4c2
ACP1,Acp1
ZNF519,Gm28360
ZNF519,Gm28168
ZNF519,Gm7145
PANX2,Panx2
SNORA81,Gm22519
IMMT,Immt
RFX4,Rfx4
ENKD1,Enkd1
RNU6-173P,Gm23732
TBC1D23,Tbc1d23
AKAP4,Akap4
ZNRD2,Gm50387
ZNRD2,Znrd2
PCDHB1,Pcdhb1
BARX1,Barx1
RBM27,Rbm27
KLHL22,Klhl22
MAPK12,Mapk12
FCHSD1,Fchsd1
IGHV3-73,Ighv7-1
IGHV3-73,Ighv7-2
IGHV3-73,Ighv7-3
IGHV3-73,Ighv7-4
IGHV3-73,Ighv13-2
IGHV3-73,Ighv6-3
IGHV3-73,Ighv6-4
IGHV3-73,Ighv6-5
IGHV3-73,Ighv6-6
IGHV3-73,Ighv6-7
IGHV3-73,Ighv10-1
IGHV3-73,Ighv10-3
FRS2,Frs2
SLCO1A2,Gm6614
SLCO1A2,Slco1a6
SLCO1A2,Slco1a5
RAB5A,Rab5a
MZB1,Mzb1
H3C2,H3c1
RNU6-1038P,Gm26055
ANXA5,Anxa5
RNF144B,Rnf144b
EXO1,Exo1
FANCM,Fancm
LHX8,Lhx8
HSPA12A,Hspa12a
SATB1,Satb1
MYDGF,Mydgf
MRS2,Mrs2
KCNJ8,Kcnj8
CRY1,Cry1
PCDHGA12,Pcdhga12
GUCY1A1,Gucy1a1
ARMCX1,Armcx1
CHRNA2,Chrna2
ZNF205,Zfp13
KLHL34,Klhl34
PNMA2,Pnma2
RNPS1,Rnps1
CASP2,Casp2
PCDH19,Pcdh19
SPTLC2,Sptlc2
KCNK12,Kcnk12
H1-2,H1f2
PCDHGC4,Pcdhgc4
BMP1,Bmp1
MIR135A1,Mir135a-1
PCDHGA5,Pcdhga5
SNW1,Snw1
EXOSC9,Exosc9
PRPF39,Prpf39
ANKRD22,Ankrd22
TCEAL3,Tceal6
PCDHGB6,Pcdhgb6
ATAD1,Atad1
BASP1,Basp1
CALM2,Calm2
SUPV3L1,Supv3l1
RBMXL1,Rbmxl1
SLC45A4,Slc45a4
ZNF280C,Zfp280c
SELENOO,Selenoo
PCDHB7,Pcdhb15
IGHV1OR15-9,Ighv14-1
IGHV1OR15-9,Ighv14-2
IGHV1OR15-9,Ighv14-3
IGHV1OR15-9,Ighv14-4
IGHV1OR15-9,Ighv1-4
IGHV1OR15-9,Ighv1-5
IGHV1OR15-9,Ighv1-7
IGHV1OR15-9,Ighv15-2
IGHV1OR15-9,Ighv1-9
IGHV1OR15-9,Ighv1-11
IGHV1OR15-9,Ighv1-12
IGHV1OR15-9,Ighv1-15
IGHV1OR15-9,Ighv1-16
IGHV1OR15-9,Ighv1-18
IGHV1OR15-9,Ighv1-19
IGHV1OR15-9,Ighv1-20
IGHV1OR15-9,Ighv1-22
IGHV1OR15-9,Ighv1-23
IGHV1OR15-9,Ighv1-24
IGHV1OR15-9,Ighv1-26
IGHV1OR15-9,Ighv1-31
IGHV1OR15-9,Ighv1-34
IGHV1OR15-9,Ighv1-36
IGHV1OR15-9,Ighv1-37
IGHV1OR15-9,Ighv1-39
IGHV1OR15-9,Ighv1-42
IGHV1OR15-9,Ighv1-43
IGHV1OR15-9,Ighv1-47
IGHV1OR15-9,Ighv1-49
IGHV1OR15-9,Ighv1-50
IGHV1OR15-9,Ighv1-52
IGHV1OR15-9,Ighv1-53
IGHV1OR15-9,Ighv1-54
IGHV1OR15-9,Ighv1-55
IGHV1OR15-9,Ighv1-56
IGHV1OR15-9,Ighv1-58
IGHV1OR15-9,Ighv1-59
IGHV1OR15-9,Ighv1-61
IGHV1OR15-9,Ighv1-62-1
IGHV1OR15-9,Ighv1-62-2
IGHV1OR15-9,Ighv1-62-3
IGHV1OR15-9,Ighv1-63
IGHV1OR15-9,Ighv1-64
IGHV1OR15-9,Ighv1-66
IGHV1OR15-9,Ighv1-67
IGHV1OR15-9,Ighv1-69
IGHV1OR15-9,Ighv1-71
IGHV1OR15-9,Ighv1-72
IGHV1OR15-9,Ighv1-74
IGHV1OR15-9,Ighv1-75
IGHV1OR15-9,Ighv1-76
IGHV1OR15-9,Ighv1-77
IGHV1OR15-9,Ighv1-78
IGHV1OR15-9,Ighv1-80
IGHV1OR15-9,Ighv1-81
IGHV1OR15-9,Ighv1-82
IGHV1OR15-9,Ighv1-84
IGHV1OR15-9,Ighv1-85
SMN2,Smn1
MYO10,Myo10
RNU6-17P,Gm25935
FZD3,Fzd3
CPSF6,Cpsf6
HNRNPH2,Hnrnph2
SETD4,Setd4
SNORD94,Snord94
CCT2,Cct2
SMPD4,Smpd4
CTRL,Ctrl
PCDHGA1,Pcdhga1
FOXN2,Foxn2
UHRF2,Uhrf2
SPATA19,Spata19
SEPTIN5,Gm49601
SEPTIN5,Septin5
CPQ,Cpq
PRSS27,Prss27
YJU2,Yju2
IGHV4-34,Ighv3-1
IGHV4-34,Ighv3-3
IGHV4-34,Ighv3-4
IGHV4-34,Ighv3-5
IGHV4-34,Ighv3-6
IGHV4-34,Ighv3-8
IGHV4-34,Ighv12-3
CENPW,Cenpw
CMSS1,Cmss1
PPP1R3F,Ppp1r3f
ZNF532,Zfp532
SLC17A1,Slc17a1
MINDY1,Mindy1
TRUB1,Trub1
KCNK13,Kcnk13
KDM5C,Kdm5c
NDUFA2,Ndufa2
GMPPA,Gmppa
OR2A2,Olfr437
RNU6-458P,Gm22960
IGHV2-26,Ighv8-2
IGHV2-26,Ighv8-4
IGHV2-26,Ighv8-5
IGHV2-26,Ighv8-6
IGHV2-26,Ighv8-8
IGHV2-26,Ighv8-9
IGHV2-26,Ighv8-11
IGHV2-26,Ighv8-12
IGHV2-26,Ighv8-13
FOXN3,Foxn3
RPIA,Rpia
DUS4L,Dus4l
ANKRD33B,Ankrd33b
FEZF2,Fezf2
PHC1,Phc1
ECSCR,Ecscr
IMPG2,Impg2
MIRLET7G,Mirlet7g
KLHDC7B,Klhdc7b
SOGA3,Soga3
TNFRSF14,Tnfrsf10b
KPNA2,Gm10184
PRAMEF19,Oog1
PRAMEF19,Gm2042
PRAMEF19,Pramel51
TRPV5,Trpv5
CELSR1,Celsr1
RNU6-1176P,Gm24631
RPS18,Rps18-ps5
ATP11A,Atp11a
GLDC,Gldc
SDHA,Sdha
CALM1,Calm1
PRAMEF1,Oog1
PRAMEF1,Gm2042
PRAMEF1,Pramel51
PTCHD1,Ptchd1
NSUN2,Nsun2
GATA2,Gata2
TDP2,Tdp2
FABP2,Fabp2
GAPDH,Gm3839
RAPGEF2,Rapgef2
PRUNE1,Prune1
GNB1L,Gnb1l
PODXL2,Podxl2
TUBGCP3,Tubgcp3
SRD5A1,Srd5a1
AGRP,Agrp
FAM210A,Fam210a
UGGT2,Uggt2
PRAMEF12,Oog1
PRAMEF12,Gm2042
PRAMEF12,Pramel51
TRIO,Trio
TMEM263,Tmem263
HCRTR2,Hcrtr2
GPHA2,Gpha2
RBM7,Rbm7
OR5K4,Olfr178
OR5K4,Olfr180
OR5K4,Olfr181
PLIN3,Plin3
STAMBPL1,Stambpl1
TRMT10C,Trmt10c
KCTD5,Kctd5
RNU6-861P,Gm23124
MORC1,Morc1
CERK,Cerk
STAG2,Stag2
PCDHB11,Pcdhb19
RSPO3,Rspo3
PCDHGA8,Pcdhga8
GLA,Gla
BCLAF3,Bclaf3
UBE2D3,Ube2d2a
RNU1-52P,Gm22810
GFOD2,Gfod2
IGHE,Ighe
NXF2B,Nxf2
NXF2B,Nxf7
CCT5,Cct5
PSMG2,Psmg2
LDHB,Ldhb
ARF6,Arf6
P2RX6,P2rx6
CDC42SE1,Cdc42se1
RNU6-811P,Gm22960
GOLT1B,Golt1b
TEX13C,Tex13c1
DNTTIP2,Dnttip2
ACAD9,Acad9
CEP76,Cep76
SEC61A1,Sec61a1
PCDHGA6,Pcdhga6
FGFBP3,Fgfbp3
IGHV2-70,Ighv8-2
IGHV2-70,Ighv8-4
IGHV2-70,Ighv8-5
IGHV2-70,Ighv8-6
IGHV2-70,Ighv8-8
IGHV2-70,Ighv8-9
IGHV2-70,Ighv8-11
IGHV2-70,Ighv8-12
IGHV2-70,Ighv8-13
ST6GAL2,St6gal2
CD47,Cd47
ZG16B,Sbpl
PBK,Pbk
SPIN2A,Spin2c
PDZD2,Pdzd2
RSAD2,Rsad2
RNU6-143P,Gm24927
LMF2,Lmf2
TSPAN6,Tspan6
SLC30A5,Slc30a5
RETNLB,Retnlb
RETNLB,Retnla
RETNLB,Retnlg
PIWIL2,Piwil2
ZMAT2,Zmat2
CMPK2,Cmpk2
FHIP2A,Fam160b1
DAZ3,Dazl
HS6ST3,Hs6st3
PDE5A,Pde5a
SPATA7,Spata7
SOX4,Sox4
LCAT,Lcat
IMPA2,Impa2
REXO2,Rexo2
NEMF,Nemf
PCGF5,Pcgf5
PPP2R2A,Ppp2r2a
IGHV4-31,Ighv3-1
IGHV4-31,Ighv3-3
IGHV4-31,Ighv3-4
IGHV4-31,Ighv3-5
IGHV4-31,Ighv3-6
IGHV4-31,Ighv3-8
IGHV4-31,Ighv12-3
TTLL8,Ttll8
BIN3,Bin3
C11orf71,Gm5617
MUSTN1,Mustn1
RAD17,Rad17
CCDC39,Ccdc39
GRK5,Grk5
DGCR2,Gm20518
DGCR2,Dgcr2
NBDY,Nbdy
AVPR2,Avpr2
NPY2R,Npy2r
DEK,Dek
MIR98,Mir98
METTL14,Mettl14
SMAD1,Smad1
NHLRC1,Nhlrc1
HLA-DQB1,H2-Ab1
PANK1,Pank1
RNU6-439P,Gm22593
FGD3,Fgd3
SH3GL1,Sh3gl1
DNAJC3,Dnajc3
ESRP2,Esrp2
TEX37,Tex37
IL33,Il33
IGKV6D-41,Igkv5-48
IGKV6D-41,Igkv5-45
IGKV6D-41,Igkv5-43
IGKV6D-41,Igkv5-39
IGKV6D-41,Igkv5-37
PCDHA6,Pcdha6
IRX4,Irx4
PSD2,Psd2
ZFAT,Zfat
MARVELD2,Marveld2
PHYHIP,Phyhip
PCDHB14,Pcdhb20
PPP2R2B,Ppp2r2b
MCCC1,Mccc1
TPK1,Tpk1
PCDHAC2,Pcdhac2
PRAMEF25,Oog1
PRAMEF25,Gm2042
PRAMEF25,Pramel51
RABGGTB,Rabggtb
CDH10,Cdh10
TG,Tg
SLC17A4,Slc17a4
TCEAL6,Tceal6
EMG1,Emg1
TPRA1,Tpra1
DZIP1,Dzip1
KIF13B,Kif13b
SLC17A3,Slc17a3
SNUPN,Snupn
RCBTB2,Rcbtb2
TM9SF3,Tm9sf3
PDSS2,Pdss2
HK3,Hk3
TXLNA,Txlna
TANGO6,Tango6
FGF17,Fgf17
SLC8A3,Slc8a3
YWHAE,Ywhae
TOMM20L,Tomm20l
OR52H1,Olfr648
PAPSS1,Papss1
IDS,Ids
ARFGEF1,Arfgef1
DFFA,Dffa
ORM1,Orm1
ORM1,Orm3
ORM1,Orm2
POLE4,Pole4
LCA5,Lca5
NRK,Nrk
EXOSC1,Exosc1
RNU6-25P,Gm24565
H2BW1,H2bw2
RNU6-582P,Gm26125
C11orf42,Gm5901
RNU2-64P,Gm25813
SPARCL1,Sparcl1
SLC25A3,Slc25a3
IFT81,Ift81
GUK1,Guk1
ARMH4,Armh4
ELMOD2,Elmod2
WDR74,Wdr74
CAST,Cast
CFAP161,Cfap161
CT45A3,Gm648
MS4A1,Ms4a1
TMEM251,Tmem251
HPRT1,Hprt
SUGT1,Sugt1
PCID2,Pcid2
C2orf78,4930433I11Rik
C2orf78,Gm4884
C2orf78,Gm5592
RNU6-699P,Gm22699
SLC52A1,Slc52a2
SNORD26,Gm25894
RNU6-392P,Gm23186
CABYR,Cabyr
CCZ1B,Ccz1
CTBP1,Ctbp1
MIR345,Mir345
ATL3,Atl3
RSL1D1,Rsl1d1
NPPA,Nppa
HSPA1B,Hspa1b
HSPA1B,Hspa1a
MYOM2,Myom2
TFDP1,Tfdp1
RNU6-471P,Gm22965
TMEM123,Tmem123
TWNK,Twnk
COX7A2,Cox7a2
BVES,Bves
TTC9C,Ttc9c
MRPL16,Mrpl16
PARN,Parn
FRYL,Fryl
KIR2DL1,Kir3dl2
KIR2DL1,Kir3dl1
RB1,Rb1
SYCP3,Gm16405
SYCP3,Gm16430
SYCP3,Sycp3
SYCP3,Slxl1
SYCP3,3830403N18Rik
SYCP3,Gm773
ATXN7L1,Atxn7l1
SPIC,Spic
RIMS2,Rims2
CPN1,Cpn1
IFRD1,Ifrd1
SCOC,Scoc
PCDH18,Pcdh18
IL6ST,Il6st
OR10K1,Olfr370
TNFAIP8,Tnfaip8
CFAP36,Cfap36
CLDN34,Cldn34b3
CLDN34,Cldn34b4
CLDN34,Cldn34d
WASHC1,Washc1
MTIF2,Mtif2
SNORA30,Gm25133
IGSF1,Igsf1
PDE4D,Pde4d
CDC26,Cdc26
IDI2,Gm9745
IDI2,Idi2
ECHDC2,Echdc2
STEAP1B,Steap1
RNU6-1037P,Gm22287
MX1,Mx1
MX1,Mx2
DEFB107B,Defb13
TCF4,Tcf4
CCN6,Ccn6
COL25A1,Col25a1
ZBTB25,Zbtb25
PIP4K2B,Pip4k2b
UGT8,Ugt8a
SLC10A6,Slc10a6
CALHM5,Calhm5
CRACR2A,Cracr2a
CCDC65,Ccdc65
ATP9B,Atp9b
CYB561A3,Cyb561a3
CDH1,Cdh1
RUBCNL,Rubcnl
RNU6-244P,Gm23354
ATP5MF-PTCD1,Ptcd1
PDE6C,Pde6c
SMIM10L2A,Smim10l2a
RHOD,Rhod
PARD6G,Pard6g
SLC10A1,Slc10a1
CTNNA2,Ctnna2
WDR81,Wdr81
MGARP,Mgarp
ERRFI1,Errfi1
RNU6-45P,Gm23264
ZYG11A,Zyg11a
ANGPT4,Angpt4
SERPINF2,Serpinf2
UNK,Unk
CCDC88C,Ccdc88c
FBXO15,Fbxo15
GPR89B,Gpr89
ANO2,Ano2
NQO1,Nqo1
RGS22,Rgs22
CLIC1,Clic1
AGMO,Agmo
SOCS1,Socs1
TCEAL5,Tceal5
TCEAL5,Tceal3
ITPK1,Itpk1
DGKG,Dgkg
RSPO4,Rspo4
ACTR10,Actr10
FAM3A,Fam3a
SEMA3B,Sema3b
PGAP3,Pgap3
SGCB,Sgcb
RBM48,Rbm48
NDUFB8,Ndufb8
TRAV22,Trav13d-1
TRAV22,Trav13d-2
TRAV22,Trav13d-3
TRAV22,Trav13d-4
TRAV22,Trav13n-1
TRAV22,Trav13n-2
TRAV22,Trav13n-3
TRAV22,Trav13n-4
TRAV22,Trav13-1
TRAV22,Trav13-2
DPPA5,Dppa5a
UBIAD1,Ubiad1
LY6G6D,Ly6g6d
SLC38A9,Slc38a9
LMAN2,Lman2
OR2L8,Olfr167
OR2AK2,Olfr320
OR2AK2,Olfr319
OR2AK2,Olfr318
OR2AK2,Olfr316
KBTBD6,Kbtbd7
KBTBD6,Kbtbd6
HNRNPCL2,Hnrnpc
RN7SL734P,Gm22876
ZNF496,Zkscan17
AARD,Aard
RN7SL766P,Gm22876
RPGRIP1,Rpgrip1
BARX2,Barx2
CLCN6,Clcn6
CWF19L1,Cwf19l1
AIMP2,Aimp2
AP2M1,Ap2m1
TMEM30A,Tmem30a
THPO,Thpo
SRSF5,Srsf5
CXCL17,Cxcl17
ADAMTS5,Adamts5
WIF1,Wif1
CNST,Cnst
OR52E6,Olfr671
OR52E6,Olfr675
PRICKLE2,Prickle2
SEMA6A,Sema6a
FAM86B2,Eef2kmt
C19orf67,1700067K01Rik
CHRFAM7A,Chrna7
RARRES2,Rarres2
SLC22A8,Slc22a8
TMC3,Tmc3
B4GALNT1,B4galnt1
SERP2,Serp2
TUBA1B,Tuba1b
EIF3D,Eif3d
SNORD25,Gm25855
STX3,Stx3
PUDP,Pudp
MYO6,Myo6
SLC38A1,Slc38a1
TRAV19,Trav16d-dv11
TRAV19,Trav16n
TGFBR3,Tgfbr3
CLGN,Clgn
RNU1-11P,Gm22126
RN7SL258P,Gm22876
TGIF1,Tgif1
MIR514A1,Mir509
PIK3AP1,Pik3ap1
EML3,Eml3
OR6X1,Olfr986
AKAP3,Akap3
RSPH10B,Rsph10b
LRRC8D,Lrrc8d
DAND5,Dand5
CHMP2B,Chmp2b
RRP12,Rrp12
CENPK,Cenpk
OR2T8,Olfr314
TNFSF14,Tnfsf14
RRN3,Rrn3
SLC10A4,Slc10a4-ps
SLC10A4,Slc10a4
C10orf71,3425401B19Rik
PRIMPOL,Primpol
RNU6-18P,Gm23355
TRAV4,Trav2
CHEK1,Chek1
OR52B2,Olfr691
COL4A4,Col4a4
NUBP2,Nubp2
TSHZ1,Tshz1
ERBB2,Erbb2
BTRC,Btrc
SAGE1,Gm648
MCL1,Mcl1
SNORD2,Snord2
CHRNB4,Chrnb4
HIRA,Hira
GTF3C6,Gtf3c6
KLK10,Klk10
SNTB2,Sntb2
HAL,Hal
SRPRA,Srpr
INHBB,Inhbb
OR4S2,Olfr1191-ps1
OR4S2,Olfr1193
RNU6-815P,Gm25390
RHBG,Rhbg
RHBG,Gm38392
TMED7,Tmed7
TCEAL8,Tceal8
SNORD58A,Gm23301
FAM90A23P,Fam90a1a
BEST1,Best1
OR2T4,Olfr224
OR2T4,Olfr325
SLC25A31,Slc25a31
SNURF,Gm38393
SNURF,Snurf
GADD45G,Gadd45g
INTS6L,Ints6l
ERCC8,Ercc8
TIMM23,Timm23
ATP6V1G1,Atp6v1g1
AMIGO2,Amigo2
AKNA,Akna
NANOS3,Nanos3
RNU6-1290P,Gm25886
MAEA,Maea
ZFPM2,Zfpm2
GPC3,Gpc3
POGLUT2,Poglut2
ZBTB8OS,Zbtb8os
KRT6A,Gm5414
KRT6A,Krt6b
KRT6A,Krt6a
OR51B4,Olfr66
FAM131A,Fam131a
USP34,Usp34
XPC,Xpc
BDKRB1,Bdkrb1
RPL19,Rpl19
VSTM4,Vstm4
LAPTM5,Laptm5
RAB9B,Rab9b
NPM2,Npm2
FBXL6,Fbxl6
UNC5A,Unc5a
CLEC18C,Clec18a
IRS1,Irs1
SPINK9,Spinkl
SPINK9,Spink11
SPINK9,Gm10542
LEXM,Lexm
COLEC10,Colec10
TIMM22,Timm22
OR4C11,Olfr1201
OR4C11,Olfr1205
OR4C11,Olfr1206
HNRNPU,Hnrnpu
CADM2,Cadm2
WNT10B,Wnt10b
LCOR,Lcor
PSMD2,Psmd2
DHODH,Dhodh
PLPP1,Plpp1
PHF6,Phf6
RASGRP2,Rasgrp2
CCDC15,Ccdc15
LITAFD,Gm5767
ROR2,Ror2
ZFHX3,Zfhx3
ETS1,Ets1
SLBP,Slbp
WAS,Was
GALR1,Galr1
NCOA7,Ncoa7
DHCR24,Dhcr24
PBRM1,Pbrm1
H2BC18,H2bc18
TSC2,Tsc2
FIGNL2,Fignl2
SLC3A2,Slc3a2
TCEAL1,Tceal1
GAB3,Gab3
GPRIN1,Gprin1
WWP2,Wwp2
PPP1R32,Ppp1r32
DNMT3A,Dnmt3a
DEFB104B,Defb15
NUDT16L1,Nudt16l1
SH2B1,Sh2b1
INTS13,Ints13
BDKRB2,Bdkrb2
CTDSP2,Ctdsp2
DCUN1D2,Dcun1d2
TNFRSF11B,Tnfrsf11b
ZP1,Zp1
FAM217A,Fam217a
NCF4,Ncf4
ZBTB1,Zbtb1
SEMA3G,Sema3g
MAP3K13,Map3k13
PARP1,Parp1
MYL12B,Gm49909
KRT18,Krt18
ZNF821,Zfp821
KRBA1,Krba1
RFLNB,Rflnb
AKAIN1,Akain1
ELOVL7,Elovl7
RPH3AL,Rph3al
SLC66A2,Slc66a2
PRPH,Prph
SLC35G1,Slc35g1
RNU6-90P,Gm23199
TST,Tst
OSTC,Ostc
H6PD,H6pd
LACTB2,Lactb2
MECR,Mecr
PRR16,Prr16
MIR761,Mir761
XPR1,Xpr1
NUTM2D,Nutm2
FRA10AC1,Fra10ac1
PLEKHG6,Plekhg6
TSPAN17,Tspan17
SNAP47,Snap47
HCRTR1,Hcrtr1
NAA15,Naa15
TXNDC2,Txndc2
CEMIP,Cemip
ZNF34,Zfp534
ZNF34,Zfp984
TMED7-TICAM2,Tmed7
GCDH,Gcdh
IQSEC1,Iqsec1
SMIM10L2B,Smim10l2a
TMEM170A,Tmem170
PYROXD2,Pyroxd2
ATP6V0E2,Atp6v0e2
LLGL2,Llgl2
MIRLET7I,Mirlet7i
USP44,Usp44
DNMBP,Dnmbp
SLITRK2,Slitrk2
CSNK2A1,Csnk2a1
CIITA,Ciita
PTP4A2,Ptp4a2
CTRB1,Ctrb1
RILP,Rilp
